ibge_municipio,municipio_nome_ibge,uf_sigla,phase1_eligibility,phase1_mc_score_median,phase1_mc_rank_median,phase1_mc_rank_p05,phase1_mc_rank_p95,phase1_mc_probability_top_decile
312290,Dona Euzébia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312650,Francisco Badaró,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312630,Fortaleza de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312620,Formoso,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312595,Fervedouro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312590,Ferros,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312580,Fernandes Tourinho,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312570,Felixlândia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312560,Felisburgo,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312550,São Gonçalo do Rio Preto,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312540,Felício dos Santos,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312530,Faria Lemos,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312520,Fama,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312510,Extrema,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312500,Ewbank da Câmara,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312490,Eugenópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312480,Estrela do Sul,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211150,São Mateus do Maranhão,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211140,São Luís Gonzaga do Maranhão,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211125,São José dos Basílios,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312737,Goiabeira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312735,Glaucilândia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312733,Gameleiras,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312730,Galiléia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312720,Funilândia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312707,Fruta de Leite,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312705,Fronteira dos Vales,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312700,Fronteira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312695,Frei Lagonegro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312690,Frei Inocêncio,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312680,Frei Gaspar,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312670,Francisco Sá,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312660,Francisco Dumont,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312780,Grão Mogol,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312760,Gouveia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312750,Gonzaga,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312740,Gonçalves,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312738,Goianá,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211195,Sucupira do Riachão,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211190,Sucupira do Norte,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211180,Sítio Novo,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211178,Serrano do Maranhão,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211176,Senador La Rocque,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211172,Satubinha,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211170,São Vicente Ferrer,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211167,São Roberto,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211160,São Raimundo das Mangabeiras,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211157,São Pedro dos Crentes,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
211153,São Pedro da Água Branca,MA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312950,Ibiá,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312940,Ibertioga,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312930,Iapu,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312920,Heliodora,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312910,Gurinhatã,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312900,Guiricema,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312890,Guimarânia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312880,Guidoval,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312860,Guarda-Mor,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312850,Guarará,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312840,Guarani,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312830,Guaranésia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312825,Guaraciama,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312820,Guaraciaba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312810,Guapé,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312800,Guanhães,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313090,Inhapim,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313080,Ingaí,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313070,Indianópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313060,Inconfidentes,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313055,Imbé de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313050,Ilicínea,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313040,Ijaci,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313030,Iguatama,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313020,Igaratinga,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313010,Igarapé,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313005,Icaraí de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313000,Ibituruna,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312990,Ibitiúra de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312970,Ibiraci,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312965,Ibiracatu,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
312960,Ibiaí,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313220,Itaguara,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313210,Itacarambi,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313200,Itacambira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313190,Itabirito,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313180,Itabirinha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313170,Itabira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313150,Ipuiúna,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313140,Ipiaçu,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313120,Ipanema,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313115,Ipaba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
160050,Oiapoque,AP,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
160030,Macapá,AP,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
160027,Laranjal do Jari,AP,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
150840,Xinguara,PA,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313110,Inimutaba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313100,Inhaúma,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313375,Itaú de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313370,Itatiaiuçu,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313360,Itapeva,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313350,Itapecerica,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313340,Itapagipe,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313330,Itaobim,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313320,Itanhomi,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313310,Itanhandu,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313300,Itamonte,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313290,Itamogi,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313280,Itambé do Mato Dentro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313270,Itambacuri,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313260,Itamarati de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313250,Itamarandiba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313240,Itajubá,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313230,Itaipé,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313550,Jequeri,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313545,Jenipapo de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313540,Jeceaba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313535,Japonvar,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313530,Japaraíba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313520,Januária,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313510,Janaúba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313507,Jampruca,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313505,Jaíba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313480,Jacuí,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313470,Jacinto,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313450,Itutinga,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313430,Itumirim,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313410,Itueta,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313400,Itinga,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313390,Itaverava,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313690,Juruaia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313670,Juiz de Fora,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313665,Juatuba,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313660,Nova União,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313657,Josenópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313655,José Raydan,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313652,José Gonçalves de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313650,Jordânia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313640,Joaquim Felício,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313630,João Pinheiro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313610,Joanésia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313600,Joaíma,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313590,Jesuânia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313580,Jequitinhonha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313570,Jequitibá,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313560,Jequitaí,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313840,Leopoldina,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313835,Leme do Prado,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313830,Leandro Ferreira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313810,Lassance,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313800,Laranjal,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313790,Lamim,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313780,Lambari,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313770,Lajinha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313760,Lagoa Santa,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313753,Lagoa Grande,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313750,Lagoa Formosa,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313740,Lagoa Dourada,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313730,Lagoa dos Patos,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313710,Lagamar,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313700,Ladainha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313695,Juvenília,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313970,Maravilhas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313960,Mantena,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313950,Manhumirim,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313930,Manga,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313925,Mamonas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313920,Malacacheta,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313910,Madre de Deus de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313890,Machacalis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313880,Luz,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313870,Luminárias,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313868,Luislândia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313867,Luisburgo,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313865,Lontra,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313862,Limeira do Oeste,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313860,Lima Duarte,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313850,Liberdade,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314120,Matutina,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314100,Mato Verde,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314090,Matipó,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314085,Matias Cardoso,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314080,Matias Barbosa,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314070,Mateus Leme,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314060,Materlândia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314055,Mata Verde,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314053,Martins Soares,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314050,Martinho Campos,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314040,Marmelópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314030,Marliéria,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314015,Mário Campos,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314010,Marilac,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313990,Maria da Fé,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
313980,Mar de Espanha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314290,Monte Azul,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314280,Monte Alegre de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314270,Montalvânia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314260,Monsenhor Paulo,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314240,Moema,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314230,Moeda,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314225,Miravânia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314220,Miraí,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314210,Miradouro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314200,Mirabela,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314180,Minas Novas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314170,Mesquita,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314160,Mercês,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314150,Mendes Pimentel,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314140,Medina,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314130,Medeiros,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314430,Nanuque,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314420,Nacip Raydan,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314410,Muzambinho,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314400,Mutum,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314390,Muriaé,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314380,Munhoz,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314370,Morro do Pilar,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314360,Morro da Garça,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314350,Morada Nova de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314345,Montezuma,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314340,Monte Sião,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314330,Montes Claros,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314320,Monte Santo de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314315,Monte Formoso,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314310,Monte Carmelo,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314300,Monte Belo,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314540,Olaria,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314537,Novorizonte,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314535,Novo Oriente de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314530,Novo Cruzeiro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314510,Nova Resende,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314505,Nova Porteirinha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314500,Nova Ponte,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314490,Nova Módica,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314470,Nova Era,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314467,Nova Belém,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314465,Ninheira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314460,Nepomuceno,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314450,Nazareno,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314440,Natércia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314437,Natalândia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314435,Naque,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314660,Paiva,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314655,Pai Pedro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314650,Pains,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314640,Paineiras,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314630,Padre Paraíso,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314625,Padre Carvalho,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314620,Ouro Verde de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314610,Ouro Preto,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314590,Ouro Branco,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314587,Orizânia,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314585,Oratórios,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314580,Onça de Pitangui,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314570,Oliveira Fortes,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314560,Oliveira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314550,Olímpio Noronha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314545,Olhos-d'Água,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314860,Peçanha,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314850,Pavão,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314840,Paulistas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314830,Paula Cândido,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314820,Patrocínio do Muriaé,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314795,Patis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314780,Passa Vinte,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314770,Passa Tempo,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314760,Passa Quatro,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314750,Passabém,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314730,Paraisópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314720,Paraguaçu,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314710,Pará de Minas,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314690,Papagaios,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314675,Palmópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314670,Palma,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
315000,Pescador,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314995,Periquito,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314990,Perdões,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314980,Perdizes,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314970,Perdigão,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314960,Pequi,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314950,Pequeri,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314940,Pedro Teixeira,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314920,Pedrinópolis,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314915,Pedras de Maria da Cruz,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314910,Pedralva,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314900,Pedra Dourada,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314890,Pedra do Indaiá,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
314880,Pedra do Anta,MG,eligible_phase1_proxy,0.0,2874.0,2874.0,2874.0,0.0
