ibge_municipio,municipio_nome_ibge,uf_sigla,academic_eligibility,mc_score_median,mc_score_p05,mc_score_p95,mc_rank_median,mc_rank_p05,mc_rank_p95,mc_probability_top_decile
420140,Araranguá,SC,eligible_proxy,77.86957550048828,74.97770690917969,81.46063995361328,33.5,19.0,77.0,1.0
330580,Teresópolis,RJ,eligible_proxy,78.0784912109375,69.69226837158203,84.93698120117188,35.0,27.0,57.0,1.0
520450,Caldas Novas,GO,eligible_proxy,78.1314697265625,71.64995574951172,83.71329498291016,36.0,30.0,46.0,1.0
431410,Passo Fundo,RS,eligible_proxy,78.20562744140625,70.9212646484375,84.1475601196289,36.0,27.0,46.0,1.0
350600,Bauru,SP,eligible_proxy,77.68230438232422,65.89218139648438,86.95014190673828,37.0,16.0,105.0,1.0
352230,Itapetininga,SP,eligible_proxy,77.41732788085938,67.98721313476562,85.04502868652344,40.0,27.0,77.0,1.0
352530,Jaú,SP,eligible_proxy,77.3144760131836,68.12584686279297,84.94572448730469,41.0,29.0,70.0999984741211,1.0
310560,Barbacena,MG,eligible_proxy,77.2993392944336,71.70999145507812,82.14581298828125,41.0,33.0,59.0,1.0
351040,Capivari,SP,eligible_proxy,77.3349838256836,70.79190063476562,83.13288879394531,43.0,30.0,60.0,1.0
421190,Palhoça,SC,eligible_proxy,76.89341735839844,67.8849868774414,84.24134063720703,44.0,34.0,79.0,1.0
354980,São José do Rio Preto,SP,eligible_proxy,76.94273376464844,65.54302978515625,85.96151733398438,44.0,19.0,108.0,1.0
520800,Formosa,GO,eligible_proxy,76.75153350830078,71.276611328125,81.69996643066406,45.0,35.0,65.0,1.0
354630,Santa Cruz das Palmeiras,SP,eligible_proxy,76.63674926757812,72.76318359375,80.1252212524414,46.0,16.0,127.0,1.0
354520,Salto,SP,eligible_proxy,76.76714324951172,67.0504150390625,84.69316101074219,46.0,30.0,89.0999984741211,1.0
350160,Americana,SP,eligible_proxy,76.65902709960938,65.0754165649414,85.89225769042969,47.0,21.0,114.05000305175781,1.0
350530,Barra Bonita,SP,eligible_proxy,76.7198486328125,73.13904571533203,80.09415435791016,47.0,17.0,123.0,1.0
520110,Anápolis,GO,eligible_proxy,75.92706298828125,69.37240600585938,82.08572387695312,49.0,17.0,143.10000610351562,1.0
520025,Águas Lindas de Goiás,GO,eligible_proxy,76.37226867675781,66.03913879394531,84.49952697753906,49.0,32.0,101.0,1.0
240810,Natal,RN,eligible_proxy,75.84745788574219,66.39730072021484,84.04854583740234,51.0,27.0,96.0,1.0
520140,Aparecida de Goiânia,GO,eligible_proxy,75.70295715332031,64.4387435913086,84.62538146972656,52.0,27.950000762939453,121.0,1.0
355170,Sertãozinho,SP,eligible_proxy,75.69424438476562,64.18399810791016,84.92488098144531,53.0,27.0,127.05000305175781,1.0
430450,Canguçu,RS,eligible_proxy,75.55201721191406,72.0387954711914,79.37716674804688,53.0,23.0,127.0,1.0
354580,Santa Bárbara d'Oeste,SP,eligible_proxy,74.97257995605469,63.569679260253906,84.09516143798828,58.0,36.0,140.0,1.0
355240,Sumaré,SP,eligible_proxy,74.86666870117188,63.4831428527832,83.91034698486328,59.0,37.0,141.0,1.0
412240,Rolândia,PR,eligible_proxy,74.57884979248047,70.75617980957031,78.9520492553711,60.0,28.0,139.0500030517578,1.0
313820,Lavras,MG,eligible_proxy,74.96483612060547,67.96190643310547,81.18434143066406,60.0,54.0,79.0,1.0
350550,Barretos,SP,eligible_proxy,74.76821899414062,67.78997802734375,80.85950469970703,60.0,56.0,80.0,1.0
521740,Pires do Rio,GO,eligible_proxy,74.9280776977539,69.73021697998047,79.45597839355469,60.5,15.0,181.0500030517578,1.0
521020,Iporá,GO,eligible_proxy,74.905517578125,69.51766204833984,79.97673797607422,61.0,11.949999809265137,188.0500030517578,1.0
430463,Capão da Canoa,RS,eligible_proxy,74.11402893066406,69.87626647949219,78.61485290527344,63.0,48.0,110.0,1.0
311860,Contagem,MG,eligible_proxy,74.23087310791016,65.17662048339844,82.4985122680664,65.0,43.0,114.0,1.0
530010,Brasília,DF,eligible_proxy,73.9973373413086,62.826210021972656,83.6888656616211,66.0,34.95000076293945,148.0500030517578,1.0
431740,Santiago,RS,eligible_proxy,74.20243072509766,70.31533813476562,78.19720458984375,66.0,19.950000762939453,179.0,1.0
350320,Araraquara,SP,eligible_proxy,74.06426239013672,63.63766860961914,82.42802429199219,66.0,50.0,136.0500030517578,1.0
351860,Guariba,SP,eligible_proxy,74.0523452758789,67.87598419189453,79.78282928466797,69.0,49.0,108.0,1.0
431870,São Leopoldo,RS,eligible_proxy,73.62083435058594,63.82890701293945,81.7610092163086,69.0,58.0,132.0500030517578,1.0
310260,Andradas,MG,eligible_proxy,73.20716857910156,69.67604064941406,77.18334197998047,71.0,37.0,156.0,1.0
430790,Farroupilha,RS,eligible_proxy,73.82259368896484,66.9063949584961,79.76851654052734,72.0,59.0,97.0,1.0
350950,Campinas,SP,eligible_proxy,72.96591186523438,60.6606559753418,83.23986053466797,77.0,44.0,180.0500030517578,1.0
430310,Cachoeirinha,RS,eligible_proxy,72.93968200683594,63.43551254272461,81.01310729980469,78.0,63.0,142.0,1.0
350400,Assis,SP,eligible_proxy,73.0760498046875,67.28318786621094,78.27081298828125,78.0,67.0,110.0,1.0
420890,Jaraguá do Sul,SC,eligible_proxy,72.75447082519531,62.9542350769043,80.81497192382812,79.0,66.0,149.10000610351562,1.0
353930,Pirassununga,SP,eligible_proxy,72.68035888671875,67.84087371826172,77.6298599243164,80.0,66.0,126.0,1.0
412625,Sarandi,PR,eligible_proxy,72.52459716796875,62.369346618652344,80.92718505859375,83.0,63.0,158.0500030517578,1.0
432260,Venâncio Aires,RS,eligible_proxy,72.2100830078125,68.84263610839844,76.52943420410156,83.5,40.0,167.0500030517578,1.0
353870,Piracicaba,SP,eligible_proxy,72.3895263671875,60.93243408203125,81.67683410644531,85.0,57.0,178.0,1.0
354940,São Joaquim da Barra,SP,eligible_proxy,72.09461975097656,68.24711608886719,76.52851867675781,85.0,54.0,159.0,1.0
320240,Guarapari,ES,eligible_proxy,72.40420532226562,63.82408142089844,79.7218017578125,87.0,77.0,136.0,1.0
110004,Cacoal,RO,eligible_proxy,71.93112182617188,67.32616424560547,77.09441375732422,88.5,57.0,154.0,1.0
320500,Serra,ES,eligible_proxy,72.15452575683594,59.70793533325195,82.42388916015625,89.0,51.0,191.0500030517578,1.0
354780,Santo André,SP,eligible_proxy,72.0887451171875,58.298988342285156,83.48733520507812,90.0,41.0,208.0,1.0
354880,São Caetano do Sul,SP,eligible_proxy,72.1162109375,64.10746765136719,79.30517578125,91.0,70.0,125.0,1.0
330100,Campos dos Goytacazes,RJ,eligible_proxy,72.02273559570312,58.837833404541016,82.9354476928711,93.0,46.0,205.0500030517578,1.0
353070,Mogi Guaçu,SP,eligible_proxy,71.91154479980469,60.40163803100586,81.25112915039062,95.0,60.0,184.14999389648438,1.0
411070,Irati,PR,eligible_proxy,71.85762023925781,66.74179077148438,77.28721618652344,95.0,76.0,136.0500030517578,1.0
315460,Ribeirão das Neves,MG,eligible_proxy,72.04398345947266,59.678253173828125,82.04885864257812,95.0,52.0,194.0,1.0
353050,Mococa,SP,eligible_proxy,72.10768127441406,65.15855407714844,78.40426635742188,96.0,79.0,121.0,1.0
430300,Cachoeira do Sul,RS,eligible_proxy,71.50740814208984,67.05813598632812,76.33475494384766,97.0,75.0,150.0,1.0
313420,Ituiutaba,MG,eligible_proxy,71.81100463867188,61.446903228759766,80.44334411621094,97.0,70.0,171.0500030517578,1.0
350520,Bariri,SP,eligible_proxy,71.73899841308594,66.6249008178711,76.8577651977539,98.0,62.95000076293945,161.0,1.0
411990,Ponta Grossa,PR,eligible_proxy,71.7232894897461,63.29222869873047,79.50961303710938,99.0,65.0,147.0,1.0
352590,Jundiaí,SP,eligible_proxy,71.58942413330078,59.6405029296875,81.59934997558594,100.0,60.0,193.0500030517578,1.0
410370,Cambé,PR,eligible_proxy,71.38302612304688,66.04715728759766,77.04732513427734,100.0,64.0,165.0,1.0
432160,Tramandaí,RS,eligible_proxy,71.3880386352539,66.33634948730469,76.91266632080078,102.0,81.0,149.0500030517578,1.0
410430,Campo Mourão,PR,eligible_proxy,71.45637512207031,65.1050033569336,77.26329040527344,104.0,93.0,129.0,1.0
351960,Ibitinga,SP,eligible_proxy,71.67308044433594,63.052635192871094,79.16615295410156,104.0,73.0,151.0500030517578,1.0
354340,Ribeirão Preto,SP,eligible_proxy,71.40213012695312,56.81925582885742,83.47493743896484,104.0,42.0,230.0500030517578,1.0
315250,Pouso Alegre,MG,eligible_proxy,71.36280059814453,63.2340087890625,78.48080444335938,105.0,85.0,137.0,1.0
410480,Cascavel,PR,eligible_proxy,70.97067260742188,63.94704818725586,78.32815551757812,105.0,58.0,185.14999389648438,1.0
354070,Porto Ferreira,SP,eligible_proxy,71.05509185791016,66.8910140991211,75.6187515258789,106.0,74.0,168.0,1.0
431140,Lajeado,RS,eligible_proxy,71.12238311767578,65.58662414550781,76.90283203125,106.0,70.0,166.0500030517578,1.0
431710,Sant'Ana do Livramento,RS,eligible_proxy,71.36953735351562,63.58740997314453,78.28746032714844,108.0,95.0,134.0,1.0
354990,São José dos Campos,SP,eligible_proxy,71.0212173461914,56.71446990966797,82.90541076660156,110.5,47.0,232.0,1.0
352260,Itapira,SP,eligible_proxy,70.65943908691406,66.53170776367188,75.658935546875,111.0,75.0,170.0,1.0
353430,Orlândia,SP,eligible_proxy,71.31668090820312,64.08380126953125,77.91771697998047,112.0,72.0,152.0,1.0
431080,Ivoti,RS,eligible_proxy,70.96223449707031,66.43235778808594,74.98334503173828,112.0,38.0,214.0,1.0
350070,Agudos,SP,eligible_proxy,70.70846557617188,66.83403015136719,75.0610122680664,112.5,55.0,193.0,1.0
410940,Guarapuava,PR,eligible_proxy,71.10095977783203,60.89014434814453,79.46131134033203,113.0,77.94999694824219,180.10000610351562,1.0
354400,Rio das Pedras,SP,eligible_proxy,71.15377807617188,64.39411163330078,77.29119110107422,114.0,69.0,165.0,1.0
430160,Bagé,RS,eligible_proxy,70.7638168334961,64.31732177734375,76.96813201904297,115.0,93.0,151.0,1.0
330170,Duque de Caxias,RJ,eligible_proxy,70.937255859375,56.3003044128418,82.98628234863281,115.5,46.0,239.0500030517578,1.0
313720,Lagoa da Prata,MG,eligible_proxy,70.5521011352539,67.18934631347656,75.0541000366211,116.0,62.0,190.0,1.0
313380,Itaúna,MG,eligible_proxy,70.4210433959961,65.9358901977539,75.65003967285156,117.0,80.0,175.0,1.0
310620,Belo Horizonte,MG,eligible_proxy,70.33309936523438,60.91353225708008,79.88566589355469,117.0,44.0,229.0500030517578,1.0
350450,Avaré,SP,eligible_proxy,70.90327453613281,61.9890251159668,78.5358657836914,117.0,86.0,168.0500030517578,1.0
420200,Balneário Camboriú,SC,eligible_proxy,70.71454620361328,62.90766525268555,77.68277740478516,118.0,94.0,143.0,1.0
354970,São José do Rio Pardo,SP,eligible_proxy,70.57698059082031,65.17174530029297,76.23233032226562,118.0,95.0,160.0,1.0
317070,Varginha,MG,eligible_proxy,70.69305419921875,62.301849365234375,77.89338684082031,119.0,99.0,154.0,1.0
353080,Mogi Mirim,SP,eligible_proxy,70.65121459960938,62.671417236328125,77.78184509277344,121.0,108.0,151.0,1.0
430480,Carlos Barbosa,RS,eligible_proxy,70.71510314941406,64.3919906616211,76.62661743164062,121.5,74.0,175.0500030517578,1.0
522185,Valparaíso de Goiás,GO,eligible_proxy,70.53031921386719,61.023380279541016,78.62409973144531,122.0,89.0,172.0,1.0
350610,Bebedouro,SP,eligible_proxy,70.17164611816406,66.23553466796875,74.9384994506836,123.0,67.0,191.0,1.0
350410,Atibaia,SP,eligible_proxy,70.33431243896484,61.04903030395508,78.32637023925781,125.0,93.0,170.0,1.0
350170,Américo Brasiliense,SP,eligible_proxy,70.1629409790039,64.86219787597656,75.91395568847656,126.0,85.0,178.0,1.0
310400,Araxá,MG,eligible_proxy,70.24290466308594,62.217350006103516,77.341552734375,127.0,112.0,156.0500030517578,1.0
351000,Cândido Mota,SP,eligible_proxy,69.9449462890625,65.66568756103516,74.8907699584961,128.0,78.0,193.0500030517578,1.0
355400,Tatuí,SP,eligible_proxy,70.07598876953125,63.234352111816406,76.5228271484375,129.0,109.0,157.0,1.0
432145,Teutônia,RS,eligible_proxy,70.21705627441406,65.3479995727539,74.52983856201172,130.0,33.95000076293945,228.0500030517578,1.0
430690,Encruzilhada do Sul,RS,eligible_proxy,70.10372924804688,65.57298278808594,74.31275939941406,130.0,47.0,222.0,1.0
421480,Rio do Sul,SC,eligible_proxy,69.55780029296875,66.09772491455078,74.36920166015625,133.0,49.95000076293945,227.0,1.0
330330,Niterói,RJ,eligible_proxy,69.51936340332031,61.179710388183594,77.94386291503906,135.0,74.0,199.10000610351562,1.0
411520,Maringá,PR,eligible_proxy,69.15663146972656,61.18933868408203,77.36349487304688,138.0,77.0,207.0,1.0
430470,Carazinho,RS,eligible_proxy,68.9543228149414,64.25869750976562,74.43316650390625,141.0,73.0,216.0,1.0
330340,Nova Friburgo,RJ,eligible_proxy,69.2822036743164,55.47590255737305,80.74884033203125,141.0,66.0,250.0500030517578,1.0
353340,Nova Odessa,SP,eligible_proxy,69.48882293701172,60.8550910949707,76.95520782470703,141.5,109.0,179.0,1.0
522140,Trindade,GO,eligible_proxy,69.31126403808594,60.5826530456543,76.82811737060547,142.0,119.94999694824219,179.0,1.0
316940,Três Pontas,MG,eligible_proxy,69.02572631835938,64.94950103759766,73.6403579711914,142.0,99.0,197.0500030517578,1.0
353060,Mogi das Cruzes,SP,eligible_proxy,69.04594421386719,53.43739318847656,82.20865631103516,143.5,52.0,287.25,1.0
432300,Viamão,RS,eligible_proxy,69.11039733886719,58.8070068359375,78.09184265136719,144.0,98.0,202.0,1.0
431340,Novo Hamburgo,RS,eligible_proxy,69.0216064453125,60.84864807128906,76.9379653930664,144.5,96.0,192.0,1.0
420480,Curitibanos,SC,eligible_proxy,68.98333740234375,65.71625518798828,73.19828796386719,145.0,66.0,222.0,1.0
350700,Boituva,SP,eligible_proxy,69.27426147460938,61.09814453125,76.44415283203125,145.5,117.0,177.0,1.0
312770,Governador Valadares,MG,eligible_proxy,68.51220703125,61.777801513671875,75.53291320800781,146.0,75.94999694824219,230.0500030517578,1.0
313940,Manhuaçu,MG,eligible_proxy,68.90769958496094,64.35228729248047,73.92314147949219,146.0,50.95000076293945,240.0500030517578,1.0
430780,Estrela,RS,eligible_proxy,68.97962951660156,63.81575012207031,73.67750549316406,146.0,48.0,245.0,1.0
431680,Santa Cruz do Sul,RS,eligible_proxy,68.62319946289062,63.76001739501953,74.1013412475586,147.5,58.0,243.0500030517578,1.0
354750,Santa Rita do Passa Quatro,SP,eligible_proxy,68.67350006103516,64.2806167602539,72.71952056884766,149.0,60.0,241.0,1.0
355620,Valinhos,SP,eligible_proxy,68.65693664550781,54.90556716918945,80.12357330322266,150.0,72.94999694824219,261.04998779296875,1.0
350590,Batatais,SP,eligible_proxy,68.26861572265625,63.8673210144043,73.42308044433594,150.0,88.0,222.0,1.0
350790,Brotas,SP,eligible_proxy,68.73875427246094,64.66172790527344,72.61309051513672,151.0,58.0,243.0,1.0
350760,Bragança Paulista,SP,eligible_proxy,68.25924682617188,57.33065414428711,77.5243911743164,153.0,109.0,220.10000610351562,1.0
313620,João Monlevade,MG,eligible_proxy,68.20321655273438,61.652069091796875,74.53472900390625,156.0,145.0,180.0500030517578,1.0
352940,Mauá,SP,eligible_proxy,68.15989685058594,54.60027313232422,79.64629364013672,156.0,79.0,267.1000061035156,1.0
355650,Várzea Paulista,SP,eligible_proxy,68.2756118774414,55.67213821411133,78.80199432373047,157.0,88.0,249.0,1.0
330490,São Gonçalo,RJ,eligible_proxy,68.21728515625,56.05194854736328,78.88031005859375,158.0,79.94999694824219,237.0500030517578,1.0
500370,Dourados,MS,eligible_proxy,68.17874145507812,58.538787841796875,76.76962280273438,159.0,114.0,203.0500030517578,1.0
351907,Hortolândia,SP,eligible_proxy,68.08379364013672,53.702823638916016,80.16320037841797,159.0,74.0,283.1000061035156,1.0
315770,Santa Juliana,MG,eligible_proxy,67.61637878417969,62.86942672729492,72.31250762939453,165.5,61.0,266.04998779296875,1.0
350115,Alumínio,SP,eligible_proxy,67.38311004638672,63.23316955566406,72.75525665283203,166.0,94.94999694824219,248.0,1.0
351050,Caraguatatuba,SP,eligible_proxy,67.53358459472656,57.58620834350586,76.0616226196289,166.0,139.0,214.14999389648438,1.0
330455,Rio de Janeiro,RJ,eligible_proxy,67.56637573242188,52.96198272705078,79.98040008544922,167.0,74.94999694824219,298.04998779296875,1.0
315180,Poços de Caldas,MG,eligible_proxy,67.59524536132812,59.771446228027344,74.94709777832031,167.0,139.0,194.0,1.0
430860,Garibaldi,RS,eligible_proxy,67.91569519042969,60.90687942504883,74.40480041503906,167.5,123.0,207.0500030517578,1.0
352050,Indaiatuba,SP,eligible_proxy,67.46343231201172,52.58486557006836,80.03186798095703,168.5,76.0,302.1000061035156,1.0
432240,Uruguaiana,RS,eligible_proxy,67.45817565917969,56.556671142578125,76.52896118164062,169.0,127.0,235.10000610351562,1.0
351820,Guararapes,SP,eligible_proxy,67.24100494384766,62.65885925292969,72.18780517578125,170.0,88.0,249.0500030517578,1.0
350650,Birigui,SP,eligible_proxy,67.03962707519531,60.695613861083984,73.77095794677734,170.0,139.9499969482422,215.0,1.0
352390,Itu,SP,eligible_proxy,67.40274047851562,52.683753967285156,79.68383026123047,171.0,80.0,300.04998779296875,1.0
354330,Ribeirão Pires,SP,eligible_proxy,67.40725708007812,54.165435791015625,78.47374725341797,171.0,92.94999694824219,274.04998779296875,1.0
421660,São José,SC,eligible_proxy,67.09595489501953,55.47898864746094,77.26295471191406,174.5,117.0,254.0500030517578,1.0
313130,Ipatinga,MG,eligible_proxy,66.49891662597656,58.8372802734375,74.11730194091797,175.0,89.0,270.0,1.0
510790,Sinop,MT,eligible_proxy,67.12064361572266,53.88356399536133,78.19534301757812,175.0,95.0,282.0,1.0
432150,Torres,RS,eligible_proxy,66.98324584960938,63.07294464111328,71.53544616699219,175.0,97.0,245.0,1.0
330350,Nova Iguaçu,RJ,eligible_proxy,67.1060791015625,51.15331268310547,80.6338119506836,176.0,67.0,321.1000061035156,1.0
353780,Piedade,SP,eligible_proxy,67.04700469970703,56.827178955078125,75.80457305908203,176.5,124.94999694824219,234.0500030517578,1.0
330020,ARARUAMA,RJ,eligible_proxy,66.79827880859375,57.268070220947266,75.57106018066406,177.0,148.0,215.0,1.0
411580,Medianeira,PR,eligible_proxy,66.82451629638672,61.336631774902344,72.21537780761719,178.0,67.0,269.0,1.0
330390,Petrópolis,RJ,eligible_proxy,66.89421081542969,54.886871337890625,76.91980743408203,179.0,113.94999694824219,264.04998779296875,1.0
352900,Marília,SP,eligible_proxy,66.80943298339844,56.695335388183594,75.47515106201172,179.0,134.0,230.0500030517578,1.0
352010,Igarapava,SP,eligible_proxy,67.14484405517578,61.517127990722656,72.15766906738281,179.5,53.0,278.0,1.0
420210,Barra Velha,SC,eligible_proxy,66.65241241455078,61.20281219482422,72.5107192993164,180.0,152.0,217.0,1.0
316930,Três Corações,MG,eligible_proxy,66.15933227539062,61.431846618652344,71.59761810302734,182.5,130.0,236.0500030517578,1.0
315780,Santa Luzia,MG,eligible_proxy,66.36636352539062,58.12226104736328,74.35358428955078,183.0,143.9499969482422,224.0500030517578,1.0
314810,Patrocínio,MG,eligible_proxy,66.51295471191406,60.55622100830078,72.35771942138672,183.0,79.94999694824219,273.0,1.0
410765,Fazenda Rio Grande,PR,eligible_proxy,66.4132080078125,53.29197311401367,77.47752380371094,184.0,107.0,289.04998779296875,1.0
431480,Portão,RS,eligible_proxy,66.63627624511719,60.02833557128906,73.05088806152344,185.0,143.9499969482422,224.0,1.0
352670,Leme,SP,eligible_proxy,66.48046875,54.33696746826172,76.72494506835938,186.5,120.94999694824219,268.04998779296875,1.0
354850,Santos,SP,eligible_proxy,66.19557189941406,51.66814422607422,78.61048126220703,187.0,90.94999694824219,314.04998779296875,1.0
430060,Alvorada,RS,eligible_proxy,65.982421875,54.20499038696289,76.17506408691406,190.5,136.0,276.0,1.0
317040,Unaí,MG,eligible_proxy,65.6510009765625,60.68730926513672,71.28286743164062,191.0,143.9499969482422,243.0,1.0
350560,Barrinha,SP,eligible_proxy,65.8340072631836,62.35163497924805,70.1734619140625,191.5,109.9000015258789,266.0,1.0
353470,Ourinhos,SP,eligible_proxy,65.85244750976562,56.798709869384766,73.93682861328125,192.0,177.0,225.0500030517578,1.0
351280,Cosmópolis,SP,eligible_proxy,66.02425384521484,57.593685150146484,73.58273315429688,192.0,169.0,218.0,1.0
430930,Guaíba,RS,eligible_proxy,65.53504943847656,59.019187927246094,72.0764389038086,193.0,167.0,232.0,1.0
250750,João Pessoa,PB,eligible_proxy,65.75028228759766,54.450775146484375,76.46039581298828,195.0,116.0,263.0,1.0
311830,Conselheiro Lafaiete,MG,eligible_proxy,65.23435974121094,59.8056526184082,71.62638854980469,195.0,126.0,263.0,1.0
350960,Campo Limpo Paulista,SP,eligible_proxy,65.65338897705078,55.438697814941406,74.55011749267578,197.0,160.0,251.0,1.0
351840,Guaratinguetá,SP,eligible_proxy,65.5361557006836,51.28400421142578,77.5985107421875,200.0,102.0,320.1000061035156,1.0
521190,Jataí,GO,eligible_proxy,65.20295715332031,56.819480895996094,72.93822479248047,201.0,189.0,223.0,1.0
330630,Volta Redonda,RJ,eligible_proxy,64.65528106689453,56.91847610473633,72.85591125488281,202.0,159.0,257.0,1.0
351930,Ibaté,SP,eligible_proxy,64.86163330078125,60.84024429321289,69.82544708251953,204.0,146.0,265.0,1.0
352720,Lorena,SP,eligible_proxy,65.081298828125,54.097869873046875,74.47724914550781,205.5,157.9499969482422,279.0,1.0
314800,Patos de Minas,MG,eligible_proxy,64.38634490966797,57.87943649291992,71.4768295288086,206.0,161.0,265.0,1.0
351540,Fartura,SP,eligible_proxy,64.89485168457031,59.23158264160156,69.428955078125,207.0,88.94999694824219,304.0,1.0
411915,Pinhais,PR,eligible_proxy,64.40217590332031,57.083499908447266,71.73963928222656,208.5,185.0,242.0500030517578,1.0
430440,Canela,RS,eligible_proxy,64.9881820678711,54.440208435058594,73.80396270751953,210.0,152.9499969482422,274.04998779296875,1.0
431750,Santo Ângelo,RS,eligible_proxy,64.12814331054688,59.44613265991211,69.722900390625,210.0,152.0,270.04998779296875,1.0
351870,Guarujá,SP,eligible_proxy,64.17489624023438,48.9809455871582,77.4085693359375,211.0,107.94999694824219,346.20001220703125,1.0
316870,Timóteo,MG,eligible_proxy,63.82610321044922,58.12701416015625,70.002197265625,216.0,130.0,293.0,1.0
412550,São José dos Pinhais,PR,eligible_proxy,63.67716979980469,50.29566192626953,75.56558227539062,216.0,145.0,335.04998779296875,1.0
352350,Itatinga,SP,eligible_proxy,63.68858337402344,59.40917205810547,68.74008178710938,216.5,154.9499969482422,285.0,1.0
431020,Ijuí,RS,eligible_proxy,63.39745330810547,58.23984146118164,69.21041107177734,220.0,147.0,292.0,1.0
311940,Coronel Fabriciano,MG,eligible_proxy,63.36741638183594,57.14836502075195,70.16624450683594,221.0,135.9499969482422,305.04998779296875,1.0
522160,Uruaçu,GO,eligible_proxy,63.6621208190918,57.62775802612305,69.47805786132812,221.0,92.9000015258789,318.0,1.0
316370,São Lourenço,MG,eligible_proxy,63.37767028808594,59.262718200683594,68.29718780517578,222.0,138.0,294.0,1.0
330190,Itaboraí,RJ,eligible_proxy,63.270545959472656,51.005340576171875,74.04435729980469,223.0,169.0,325.0,1.0
